the_geom,station_id,road_name,suburb,cardinal_direction_name,classification_type,year,period,traffic_count,wgs84_latitude,wgs84_longitude
0101000020E61000007730629F80E6624082397AFCDEEE40C0,01004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2023,ALL DAYS,36900,-33.866180,151.203201
0101000020E61000007730629F80E6624082397AFCDEEE40C0,01004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2023,AM PEAK,9493,-33.866180,151.203201
0101000020E61000007730629F80E6624082397AFCDEEE40C0,01004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2023,OFF PEAK,17454,-33.866180,151.203201
0101000020E61000007730629F80E6624082397AFCDEEE40C0,01004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2023,PM PEAK,11251,-33.866180,151.203201
0101000020E61000007730629F80E6624082397AFCDEEE40C0,01004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2023,WEEKDAYS,38198,-33.866180,151.203201
0101000020E61000007730629F80E6624082397AFCDEEE40C0,01004,Western Distributor,Sydney,NORTH,UNCLASSIFIED,2023,WEEKENDS,33458,-33.866180,151.203201
0101000020E6100000CE8B135F6DE662408E93C2BCC7F140C0,02384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2023,ALL DAYS,17773,-33.888908,151.200851
0101000020E6100000CE8B135F6DE662408E93C2BCC7F140C0,02384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2023,AM PEAK,4638,-33.888908,151.200851
0101000020E6100000CE8B135F6DE662408E93C2BCC7F140C0,02384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2023,OFF PEAK,9160,-33.888908,151.200851
0101000020E6100000CE8B135F6DE662408E93C2BCC7F140C0,02384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2023,PM PEAK,4244,-33.888908,151.200851
0101000020E6100000CE8B135F6DE662408E93C2BCC7F140C0,02384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2023,WEEKDAYS,18042,-33.888908,151.200851
0101000020E6100000CE8B135F6DE662408E93C2BCC7F140C0,02384,Cleveland Street,Redfern,EAST,UNCLASSIFIED,2023,WEEKENDS,17196,-33.888908,151.200851
0101000020E6100000566133C005E76240DA54DD239BF140C0,03018,Eastern Distributor,Moore Park,NORTH,UNCLASSIFIED,2023,ALL DAYS,10021,-33.887547,151.219452
0101000020E6100000566133C005E76240DA54DD239BF140C0,03018,Eastern Distributor,Moore Park,NORTH,UNCLASSIFIED,2023,AM PEAK,3394,-33.887547,151.219452
0101000020E6100000566133C005E76240DA54DD239BF140C0,03018,Eastern Distributor,Moore Park,NORTH,UNCLASSIFIED,2023,OFF PEAK,4447,-33.887547,151.219452
0101000020E6100000566133C005E76240DA54DD239BF140C0,03018,Eastern Distributor,Moore Park,NORTH,UNCLASSIFIED,2023,PM PEAK,2472,-33.887547,151.219452
0101000020E6100000566133C005E76240DA54DD239BF140C0,03018,Eastern Distributor,Moore Park,NORTH,UNCLASSIFIED,2023,WEEKDAYS,10313,-33.887547,151.219452
0101000020E6100000566133C005E76240DA54DD239BF140C0,03018,Eastern Distributor,Moore Park,NORTH,UNCLASSIFIED,2023,WEEKENDS,9110,-33.887547,151.219452
0101000020E61000004B04AA7F10E76240A8E0F08288F240C0,03022,Cleveland Street,Moore Park,EAST,UNCLASSIFIED,2023,ALL DAYS,11308,-33.894791,151.220764
0101000020E61000004B04AA7F10E76240A8E0F08288F240C0,03022,Cleveland Street,Moore Park,EAST,UNCLASSIFIED,2023,AM PEAK,2736,-33.894791,151.220764
0101000020E61000004B04AA7F10E76240A8E0F08288F240C0,03022,Cleveland Street,Moore Park,EAST,UNCLASSIFIED,2023,OFF PEAK,5670,-33.894791,151.220764
0101000020E61000004B04AA7F10E76240A8E0F08288F240C0,03022,Cleveland Street,Moore Park,EAST,UNCLASSIFIED,2023,PM PEAK,2831,-33.894791,151.220764
0101000020E61000004B04AA7F10E76240A8E0F08288F240C0,03022,Cleveland Street,Moore Park,EAST,UNCLASSIFIED,2023,WEEKDAYS,11237,-33.894791,151.220764
0101000020E61000004B04AA7F10E76240A8E0F08288F240C0,03022,Cleveland Street,Moore Park,EAST,UNCLASSIFIED,2023,WEEKENDS,11433,-33.894791,151.220764
0101000020E610000060915F3F44F66240F1660DDE577B40C0,05201,Pacific Highway,Charlestown,SOUTH,UNCLASSIFIED,2023,ALL DAYS,12513,-32.963619,151.695831
0101000020E610000060915F3F44F66240F1660DDE577B40C0,05201,Pacific Highway,Charlestown,SOUTH,UNCLASSIFIED,2023,AM PEAK,2550,-32.963619,151.695831
0101000020E610000060915F3F44F66240F1660DDE577B40C0,05201,Pacific Highway,Charlestown,SOUTH,UNCLASSIFIED,2023,OFF PEAK,6092,-32.963619,151.695831
0101000020E610000060915F3F44F66240F1660DDE577B40C0,05201,Pacific Highway,Charlestown,SOUTH,UNCLASSIFIED,2023,PM PEAK,4728,-32.963619,151.695831
0101000020E610000060915F3F44F66240F1660DDE577B40C0,05201,Pacific Highway,Charlestown,SOUTH,UNCLASSIFIED,2023,WEEKDAYS,13370,-32.963619,151.695831
0101000020E610000060915F3F44F66240F1660DDE577B40C0,05201,Pacific Highway,Charlestown,SOUTH,UNCLASSIFIED,2023,WEEKENDS,10190,-32.963619,151.695831
0101000020E6100000A0504F1F01E8624052F2EA1C03F240C0,10052,Syd Einfeld Drive,Bondi Junction,WEST,UNCLASSIFIED,2023,ALL DAYS,22923,-33.890720,151.250137
0101000020E6100000A0504F1F01E8624052F2EA1C03F240C0,10052,Syd Einfeld Drive,Bondi Junction,WEST,UNCLASSIFIED,2023,AM PEAK,6214,-33.890720,151.250137
0101000020E6100000A0504F1F01E8624052F2EA1C03F240C0,10052,Syd Einfeld Drive,Bondi Junction,WEST,UNCLASSIFIED,2023,OFF PEAK,11217,-33.890720,151.250137
0101000020E6100000A0504F1F01E8624052F2EA1C03F240C0,10052,Syd Einfeld Drive,Bondi Junction,WEST,UNCLASSIFIED,2023,PM PEAK,5669,-33.890720,151.250137
0101000020E6100000A0504F1F01E8624052F2EA1C03F240C0,10052,Syd Einfeld Drive,Bondi Junction,WEST,UNCLASSIFIED,2023,WEEKDAYS,23100,-33.890720,151.250137
0101000020E6100000A0504F1F01E8624052F2EA1C03F240C0,10052,Syd Einfeld Drive,Bondi Junction,WEST,UNCLASSIFIED,2023,WEEKENDS,22859,-33.890720,151.250137
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,BOTH,UNCLASSIFIED,2023,ALL DAYS,59332,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,EAST,UNCLASSIFIED,2023,ALL DAYS,28853,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,WEST,UNCLASSIFIED,2023,ALL DAYS,30479,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,BOTH,UNCLASSIFIED,2023,AM PEAK,14131,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,EAST,UNCLASSIFIED,2023,AM PEAK,9804,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,WEST,UNCLASSIFIED,2023,AM PEAK,4327,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,BOTH,UNCLASSIFIED,2023,OFF PEAK,30990,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,EAST,UNCLASSIFIED,2023,OFF PEAK,13989,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,WEST,UNCLASSIFIED,2023,OFF PEAK,17001,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,BOTH,UNCLASSIFIED,2023,PM PEAK,15222,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,EAST,UNCLASSIFIED,2023,PM PEAK,5772,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,WEST,UNCLASSIFIED,2023,PM PEAK,9450,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,BOTH,UNCLASSIFIED,2023,WEEKDAYS,60343,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,EAST,UNCLASSIFIED,2023,WEEKDAYS,29565,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,WEST,UNCLASSIFIED,2023,WEEKDAYS,30778,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,BOTH,UNCLASSIFIED,2023,WEEKENDS,57161,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,EAST,UNCLASSIFIED,2023,WEEKENDS,27381,-33.887417,151.173325
0101000020E610000089D2DEE08BE562400C7558E196F140C0,19065,Parramatta Road,Annandale,WEST,UNCLASSIFIED,2023,WEEKENDS,29780,-33.887417,151.173325
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,BOTH,UNCLASSIFIED,2023,ALL DAYS,20614,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,EAST,UNCLASSIFIED,2023,ALL DAYS,9278,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,WEST,UNCLASSIFIED,2023,ALL DAYS,11336,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,BOTH,UNCLASSIFIED,2023,AM PEAK,6229,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,EAST,UNCLASSIFIED,2023,AM PEAK,2284,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,WEST,UNCLASSIFIED,2023,AM PEAK,3945,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,BOTH,UNCLASSIFIED,2023,OFF PEAK,8807,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,EAST,UNCLASSIFIED,2023,OFF PEAK,3972,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,WEST,UNCLASSIFIED,2023,OFF PEAK,4835,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,BOTH,UNCLASSIFIED,2023,PM PEAK,6318,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,EAST,UNCLASSIFIED,2023,PM PEAK,3274,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,WEST,UNCLASSIFIED,2023,PM PEAK,3044,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,BOTH,UNCLASSIFIED,2023,WEEKDAYS,21354,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,EAST,UNCLASSIFIED,2023,WEEKDAYS,9530,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,WEST,UNCLASSIFIED,2023,WEEKDAYS,11824,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,BOTH,UNCLASSIFIED,2023,WEEKENDS,18595,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,EAST,UNCLASSIFIED,2023,WEEKENDS,8356,-33.822067,151.238358
0101000020E6100000AED7F4A0A0E76240770FD07D39E940C0,22043,Ourimbah Road,Mosman,WEST,UNCLASSIFIED,2023,WEEKENDS,10239,-33.822067,151.238358
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,BOTH,UNCLASSIFIED,2023,ALL DAYS,42478,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,EAST,UNCLASSIFIED,2023,ALL DAYS,22095,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,WEST,UNCLASSIFIED,2023,ALL DAYS,20383,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,BOTH,UNCLASSIFIED,2023,AM PEAK,9464,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,EAST,UNCLASSIFIED,2023,AM PEAK,5547,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,WEST,UNCLASSIFIED,2023,AM PEAK,3917,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,BOTH,UNCLASSIFIED,2023,OFF PEAK,22896,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,EAST,UNCLASSIFIED,2023,OFF PEAK,11501,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,WEST,UNCLASSIFIED,2023,OFF PEAK,11395,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,BOTH,UNCLASSIFIED,2023,PM PEAK,10716,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,EAST,UNCLASSIFIED,2023,PM PEAK,5453,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,WEST,UNCLASSIFIED,2023,PM PEAK,5263,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,BOTH,UNCLASSIFIED,2023,WEEKDAYS,43076,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,EAST,UNCLASSIFIED,2023,WEEKDAYS,22501,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,WEST,UNCLASSIFIED,2023,WEEKDAYS,20575,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,BOTH,UNCLASSIFIED,2023,WEEKENDS,41142,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,EAST,UNCLASSIFIED,2023,WEEKENDS,21106,-33.928268,151.077286
0101000020E6100000094E7D2079E2624030F65E7CD1F640C0,24014,Canterbury Road,Roselands,WEST,UNCLASSIFIED,2023,WEEKENDS,20036,-33.928268,151.077286
0101000020E6100000E3361AC05BE26240BABC395CABF740C0,24026,King Georges Road,Roselands,SOUTH,UNCLASSIFIED,2023,ALL DAYS,32669,-33.934917,151.073700
0101000020E6100000E3361AC05BE26240BABC395CABF740C0,24026,King Georges Road,Roselands,SOUTH,UNCLASSIFIED,2023,AM PEAK,7468,-33.934917,151.073700
0101000020E6100000E3361AC05BE26240BABC395CABF740C0,24026,King Georges Road,Roselands,SOUTH,UNCLASSIFIED,2023,OFF PEAK,17726,-33.934917,151.073700
0101000020E6100000E3361AC05BE26240BABC395CABF740C0,24026,King Georges Road,Roselands,SOUTH,UNCLASSIFIED,2023,PM PEAK,7689,-33.934917,151.073700
0101000020E6100000E3361AC05BE26240BABC395CABF740C0,24026,King Georges Road,Roselands,SOUTH,UNCLASSIFIED,2023,WEEKDAYS,32883,-33.934917,151.073700
0101000020E6100000E3361AC05BE26240BABC395CABF740C0,24026,King Georges Road,Roselands,SOUTH,UNCLASSIFIED,2023,WEEKENDS,32353,-33.934917,151.073700
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,BOTH,UNCLASSIFIED,2023,ALL DAYS,51964,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,EAST,UNCLASSIFIED,2023,ALL DAYS,25320,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,WEST,UNCLASSIFIED,2023,ALL DAYS,26644,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,BOTH,UNCLASSIFIED,2023,AM PEAK,11991,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,EAST,UNCLASSIFIED,2023,AM PEAK,7080,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,WEST,UNCLASSIFIED,2023,AM PEAK,4911,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,BOTH,UNCLASSIFIED,2023,OFF PEAK,27032,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,EAST,UNCLASSIFIED,2023,OFF PEAK,12593,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,WEST,UNCLASSIFIED,2023,OFF PEAK,14439,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,BOTH,UNCLASSIFIED,2023,PM PEAK,14077,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,EAST,UNCLASSIFIED,2023,PM PEAK,6436,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,WEST,UNCLASSIFIED,2023,PM PEAK,7641,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,BOTH,UNCLASSIFIED,2023,WEEKDAYS,53100,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,EAST,UNCLASSIFIED,2023,WEEKDAYS,26109,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,WEST,UNCLASSIFIED,2023,WEEKDAYS,26991,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,BOTH,UNCLASSIFIED,2023,WEEKENDS,48420,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,EAST,UNCLASSIFIED,2023,WEEKENDS,23469,-33.887241,151.073135
0101000020E61000002D26361F57E26240CE55F31C91F140C0,28022,Liverpool Road,Strathfield South,WEST,UNCLASSIFIED,2023,WEEKENDS,24951,-33.887241,151.073135
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,ALL VEHICLES,2023,ALL DAYS,48587,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,LIGHT VEHICLES,2023,ALL DAYS,44774,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,HEAVY VEHICLES,2023,ALL DAYS,3813,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,ALL VEHICLES,2023,AM PEAK,12189,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,LIGHT VEHICLES,2023,AM PEAK,10754,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,HEAVY VEHICLES,2023,AM PEAK,1435,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,ALL VEHICLES,2023,OFF PEAK,22620,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,LIGHT VEHICLES,2023,OFF PEAK,20576,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,HEAVY VEHICLES,2023,OFF PEAK,2044,-33.824696,151.093216
0101000020E6100000D9EE1EA0FBE262402E9276A38FE940C0,29005,Concord Road,Rhodes,NORTH,ALL VEHICLES,2023,PM PEAK,12054,-33.824696,151.093216
