the_geom,station_id,road_name,suburb,cardinal_direction_name,classification_type,year,period,traffic_count,wgs84_latitude,wgs84_longitude
0101000020E6100000ED66463F9AE062408B321B6492E540C0,9658,Pennant Hills Road,Oatlands,WEST,ALL VEHICLES,2023,WEEKDAYS,15747,-33.793530,151.018829
0101000020E6100000ED66463F9AE062408B321B6492E540C0,9658,Pennant Hills Road,Oatlands,WEST,LIGHT VEHICLES,2023,WEEKDAYS,14035,-33.793530,151.018829
0101000020E6100000ED66463F9AE062408B321B6492E540C0,9658,Pennant Hills Road,Oatlands,WEST,HEAVY VEHICLES,2023,WEEKDAYS,1712,-33.793530,151.018829
0101000020E6100000ED66463F9AE062408B321B6492E540C0,9658,Pennant Hills Road,Oatlands,WEST,ALL VEHICLES,2023,WEEKENDS,12678,-33.793530,151.018829
0101000020E6100000ED66463F9AE062408B321B6492E540C0,9658,Pennant Hills Road,Oatlands,WEST,LIGHT VEHICLES,2023,WEEKENDS,12017,-33.793530,151.018829
0101000020E6100000ED66463F9AE062408B321B6492E540C0,9658,Pennant Hills Road,Oatlands,WEST,HEAVY VEHICLES,2023,WEEKENDS,661,-33.793530,151.018829
0101000020E6100000D09D60FFF5E262408690F3FE3F0441C0,9834-PR,Kingsway,Miranda,WEST,HEAVY VEHICLES,2023,WEEKENDS,561,-34.033203,151.092529
0101000020E6100000DE0033DFC1E362406AFAEC80EBE840C0,9836-PR,Victoria Road,Ryde,WEST,HEAVY VEHICLES,2023,WEEKENDS,955,-33.819687,151.117416
0101000020E610000015A8C5E0E1E36240EF5701BEDBD840C0,F3FWY001,Pacific Motorway,North Wahroonga,NORTH,ALL VEHICLES,2023,PM PEAK,14095,-33.694206,151.121323
0101000020E6100000E44EE9607DEE62401FA2D11DC46240C0,HEX2,Hunter Expressway,Sawyers Gully,EAST,ALL VEHICLES,2023,AM PEAK,2329,-32.771610,151.452805
0101000020E6100000E44EE9607DEE62401FA2D11DC46240C0,HEX2,Hunter Expressway,Sawyers Gully,EAST,HEAVY VEHICLES,2023,AM PEAK,417,-32.771610,151.452805
0101000020E6100000E44EE9607DEE62401FA2D11DC46240C0,HEX2,Hunter Expressway,Sawyers Gully,EAST,ALL VEHICLES,2023,WEEKENDS,8789,-32.771610,151.452805
0101000020E6100000E44EE9607DEE62401FA2D11DC46240C0,HEX2,Hunter Expressway,Sawyers Gully,EAST,LIGHT VEHICLES,2023,WEEKENDS,7815,-32.771610,151.452805
0101000020E6100000E44EE9607DEE62401FA2D11DC46240C0,HEX2,Hunter Expressway,Sawyers Gully,EAST,HEAVY VEHICLES,2023,WEEKENDS,974,-32.771610,151.452805
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,ALL VEHICLES,2023,ALL DAYS,16222,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,LIGHT VEHICLES,2023,ALL DAYS,14306,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,HEAVY VEHICLES,2023,ALL DAYS,1916,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,ALL VEHICLES,2023,AM PEAK,4923,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,LIGHT VEHICLES,2023,AM PEAK,4391,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,HEAVY VEHICLES,2023,AM PEAK,532,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,ALL VEHICLES,2023,OFF PEAK,7153,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,LIGHT VEHICLES,2023,OFF PEAK,6067,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,HEAVY VEHICLES,2023,OFF PEAK,1086,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,ALL VEHICLES,2023,PM PEAK,5087,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,LIGHT VEHICLES,2023,PM PEAK,4559,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,HEAVY VEHICLES,2023,PM PEAK,528,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,ALL VEHICLES,2023,WEEKDAYS,17163,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,LIGHT VEHICLES,2023,WEEKDAYS,15017,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,HEAVY VEHICLES,2023,WEEKDAYS,2146,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,ALL VEHICLES,2023,WEEKENDS,12013,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,LIGHT VEHICLES,2023,WEEKENDS,11109,-32.835659,151.538528
0101000020E61000005F7F129F3BF16240D5CDC5DFF66A40C0,HEXBUCHW-PR,Hunter Expressway,Buchanan,EAST,HEAVY VEHICLES,2023,WEEKENDS,904,-32.835659,151.538528
0101000020E61000007B6649801A40624073486AA1640042C0,MUB001,Melbourne Street,Mulwala,BOTH,HEAVY VEHICLES,2023,ALL DAYS,881,-36.003071,146.003235
0101000020E61000007B6649801A40624073486AA1640042C0,MUB001,Melbourne Street,Mulwala,BOTH,HEAVY VEHICLES,2023,OFF PEAK,473,-36.003071,146.003235
0101000020E610000049F59D5F94C0624071E2AB1DC55941C0,T0063,Hume Highway Hvcs,Marulan,SOUTH,ALL VEHICLES,2023,WEEKDAYS,14640,-34.701328,150.018112
0101000020E61000005A828C808AC062409702D2FE075A41C0,T0064,Hume Highway Hvcs,Marulan,SOUTH,ALL VEHICLES,2023,ALL DAYS,2829,-34.703369,150.016907
0101000020E61000005A828C808AC062409702D2FE075A41C0,T0064,Hume Highway Hvcs,Marulan,SOUTH,LIGHT VEHICLES,2023,WEEKDAYS,28,-34.703369,150.016907
0101000020E61000005A828C808AC062409702D2FE075A41C0,T0064,Hume Highway Hvcs,Marulan,SOUTH,LIGHT VEHICLES,2023,WEEKENDS,22,-34.703369,150.016907
0101000020E6100000DF180280E3E26240D7FA22A12DD540C0,T0085,Galston Road,Hornsby Heights,BOTH,HEAVY VEHICLES,2023,OFF PEAK,109,-33.665455,151.090271
0101000020E6100000DF180280E3E26240D7FA22A12DD540C0,T0085,Galston Road,Hornsby Heights,BOTH,HEAVY VEHICLES,2023,PM PEAK,73,-33.665455,151.090271
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,ALL VEHICLES,2023,ALL DAYS,1178,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,LIGHT VEHICLES,2023,ALL DAYS,773,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,HEAVY VEHICLES,2023,ALL DAYS,405,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,ALL VEHICLES,2023,ALL DAYS,1110,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,LIGHT VEHICLES,2023,ALL DAYS,748,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,HEAVY VEHICLES,2023,ALL DAYS,362,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,ALL VEHICLES,2023,ALL DAYS,2288,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,LIGHT VEHICLES,2023,ALL DAYS,1521,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,HEAVY VEHICLES,2023,ALL DAYS,767,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,ALL VEHICLES,2023,AM PEAK,272,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,LIGHT VEHICLES,2023,AM PEAK,189,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,HEAVY VEHICLES,2023,AM PEAK,83,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,ALL VEHICLES,2023,AM PEAK,263,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,LIGHT VEHICLES,2023,AM PEAK,187,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,HEAVY VEHICLES,2023,AM PEAK,76,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,ALL VEHICLES,2023,AM PEAK,535,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,LIGHT VEHICLES,2023,AM PEAK,376,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,HEAVY VEHICLES,2023,AM PEAK,159,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,ALL VEHICLES,2023,OFF PEAK,623,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,LIGHT VEHICLES,2023,OFF PEAK,392,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,HEAVY VEHICLES,2023,OFF PEAK,231,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,HEAVY VEHICLES,2023,OFF PEAK,226,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,HEAVY VEHICLES,2023,OFF PEAK,457,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,ALL VEHICLES,2023,PM PEAK,311,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,LIGHT VEHICLES,2023,PM PEAK,208,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,HEAVY VEHICLES,2023,PM PEAK,103,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,ALL VEHICLES,2023,PM PEAK,266,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,LIGHT VEHICLES,2023,PM PEAK,189,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,HEAVY VEHICLES,2023,PM PEAK,77,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,ALL VEHICLES,2023,PM PEAK,577,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,LIGHT VEHICLES,2023,PM PEAK,397,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,HEAVY VEHICLES,2023,PM PEAK,180,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,ALL VEHICLES,2023,WEEKDAYS,1206,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,LIGHT VEHICLES,2023,WEEKDAYS,789,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,HEAVY VEHICLES,2023,WEEKDAYS,417,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,HEAVY VEHICLES,2023,WEEKDAYS,379,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,HEAVY VEHICLES,2023,WEEKDAYS,796,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,ALL VEHICLES,2023,WEEKENDS,967,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,LIGHT VEHICLES,2023,WEEKENDS,669,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,NORTH,HEAVY VEHICLES,2023,WEEKENDS,298,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,ALL VEHICLES,2023,WEEKENDS,824,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,LIGHT VEHICLES,2023,WEEKENDS,595,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,SOUTH,HEAVY VEHICLES,2023,WEEKENDS,229,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,ALL VEHICLES,2023,WEEKENDS,1791,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,LIGHT VEHICLES,2023,WEEKENDS,1264,-31.315237,149.303070
0101000020E6100000C24CDBBFB2A96240397D3D5FB3503FC0,T0245,Newell Highway,Tannabar,BOTH,HEAVY VEHICLES,2023,WEEKENDS,527,-31.315237,149.303070
0101000020E6100000389ECF807AC06240A06B5F402F5A41C0,T0274-PR,Hume Highway,Marulan,BOTH,HEAVY VEHICLES,2023,AM PEAK,655,-34.704567,150.014954
0101000020E6100000389ECF807AC06240A06B5F402F5A41C0,T0274-PR,Hume Highway,Marulan,BOTH,HEAVY VEHICLES,2023,OFF PEAK,1200,-34.704567,150.014954
0101000020E6100000F9BA0CFF69C0624086E7A562635A41C0,T0283,Hume Highway Hvcs,Marulan,NORTH,LIGHT VEHICLES,2023,WEEKDAYS,14,-34.706158,150.012939
0101000020E6100000F9BA0CFF69C0624086E7A562635A41C0,T0283,Hume Highway Hvcs,Marulan,NORTH,LIGHT VEHICLES,2023,WEEKENDS,12,-34.706158,150.012939
0101000020E6100000BD3AC7806CC062404C3448C1535A41C0,T0284,Hume Highway Hvcs,Marulan,NORTH,ALL VEHICLES,2023,WEEKDAYS,3366,-34.705681,150.013245
0101000020E61000006FF4311F90E662404913EF004FBA40C0,T0288,Pacific Motorway Hvcs,Mount White,NORTH,LIGHT VEHICLES,2023,WEEKDAYS,20,-33.455536,151.205093
0101000020E61000006FF4311F90E662404913EF004FBA40C0,T0288,Pacific Motorway Hvcs,Mount White,NORTH,LIGHT VEHICLES,2023,WEEKENDS,14,-33.455536,151.205093
0101000020E61000003065E08096E66240022D5DC136BA40C0,T0290,Pacific Motorway Hvcs,Mount White,NORTH,LIGHT VEHICLES,2023,WEEKDAYS,22,-33.454796,151.205872
0101000020E61000001CCF67403DFB624010CF1264045440C0,T0292,Pacific Highway Hvcs,Twelve Mile Creek,SOUTH,LIGHT VEHICLES,2023,WEEKDAYS,11,-32.656384,151.851227
0101000020E61000001CCF67403DFB624010CF1264045440C0,T0292,Pacific Highway Hvcs,Twelve Mile Creek,SOUTH,LIGHT VEHICLES,2023,WEEKENDS,11,-32.656384,151.851227
0101000020E610000042CEFBFF38FB62404C5299620E5440C0,T0293,Pacific Highway Hvcs,Twelve Mile Creek,SOUTH,LIGHT VEHICLES,2023,WEEKDAYS,11,-32.656689,151.850708
0101000020E610000042CEFBFF38FB62404C5299620E5440C0,T0293,Pacific Highway Hvcs,Twelve Mile Creek,SOUTH,LIGHT VEHICLES,2023,WEEKENDS,11,-32.656689,151.850708
0101000020E6100000179F0260BCC862404B22FB20CBCE40C0,T0294,Great Western Highway Hvcs,Blackheath,EAST,ALL VEHICLES,2023,WEEKDAYS,714,-33.615574,150.272995
0101000020E6100000179F0260BCC862404B22FB20CBCE40C0,T0294,Great Western Highway Hvcs,Blackheath,EAST,LIGHT VEHICLES,2023,WEEKENDS,7,-33.615574,150.272995
0101000020E6100000753FA720BFC86240D9976C3CD8CE40C0,T0295,Great Western Highway Hvcs,Blackheath,EAST,LIGHT VEHICLES,2023,WEEKDAYS,17,-33.615974,150.273331
0101000020E6100000753FA720BFC86240D9976C3CD8CE40C0,T0295,Great Western Highway Hvcs,Blackheath,EAST,LIGHT VEHICLES,2023,WEEKENDS,9,-33.615974,150.273331
0101000020E6100000B5E0455FC1C86240E6965643E2CE40C0,T0296,Great Western Highway Hvcs,Blackheath,EAST,LIGHT VEHICLES,2023,WEEKDAYS,16,-33.616280,150.273605
0101000020E6100000B5E0455FC1C86240E6965643E2CE40C0,T0296,Great Western Highway Hvcs,Blackheath,EAST,LIGHT VEHICLES,2023,WEEKENDS,9,-33.616280,150.273605
0101000020E61000002F3201BFC6C86240CC9717601FCF40C0,T0297,Great Western Highway Hvcs,Blackheath,WEST,ALL VEHICLES,2023,PM PEAK,89,-33.618145,150.274261
0101000020E61000002F3201BFC6C86240CC9717601FCF40C0,T0297,Great Western Highway Hvcs,Blackheath,WEST,LIGHT VEHICLES,2023,WEEKDAYS,11,-33.618145,150.274261
0101000020E610000000FDBE7FF3E162406AA67B9DD4D340C0,T0337,Galston Road,Galston,BOTH,ALL VEHICLES,2023,WEEKENDS,3761,-33.654926,151.060974
0101000020E6100000369204E10AE262406B48DC63E9D340C0,T0342,Galston Road,Galston,BOTH,HEAVY VEHICLES,2023,PM PEAK,94,-33.655560,151.063828
0101000020E6100000369204E10AE262406B48DC63E9D340C0,T0342,Galston Road,Galston,EAST,HEAVY VEHICLES,2023,WEEKDAYS,167,-33.655560,151.063828
0101000020E6100000369204E10AE262406B48DC63E9D340C0,T0342,Galston Road,Galston,WEST,HEAVY VEHICLES,2023,WEEKENDS,87,-33.655560,151.063828
0101000020E6100000FBE769C020E36240362383DC45D840C0,T0345,Galston Road,Hornsby,BOTH,HEAVY VEHICLES,2023,AM PEAK,296,-33.689632,151.097748
0101000020E610000094F6065F18C96240C26D6DE179C140C0,T0384,Bells Line Of Road,Bell,BOTH,HEAVY VEHICLES,2023,OFF PEAK,282,-33.511532,150.284225
0101000020E610000094F6065F18C96240C26D6DE179C140C0,T0384,Bells Line Of Road,Bell,BOTH,HEAVY VEHICLES,2023,PM PEAK,118,-33.511532,150.284225
0101000020E610000094F6065F18C96240C26D6DE179C140C0,T0384,Bells Line Of Road,Bell,BOTH,HEAVY VEHICLES,2023,WEEKENDS,433,-33.511532,150.284225
0101000020E6100000B0CBF09F6EC0624029417FA1475A41C0,T0478,Hume Highway Hvcs,Marulan,NORTH,ALL VEHICLES,2023,PM PEAK,475,-34.705311,150.013504
0101000020E6100000B0CBF09F6EC0624029417FA1475A41C0,T0478,Hume Highway Hvcs,Marulan,NORTH,LIGHT VEHICLES,2023,WEEKDAYS,17,-34.705311,150.013504
0101000020E6100000B0CBF09F6EC0624029417FA1475A41C0,T0478,Hume Highway Hvcs,Marulan,NORTH,LIGHT VEHICLES,2023,WEEKENDS,12,-34.705311,150.013504
0101000020E61000007427D87F9DE66240711B0DE02DBA40C0,T0479-PR,Pacific Motorway,Mount White,BOTH,ALL VEHICLES,2023,WEEKENDS,77002,-33.454525,151.206726
0101000020E6100000F19F6EA0C0D26240D4D688601C2841C0,T0492,Remembrance Driveway,Bargo,WEST,ALL VEHICLES,2023,PM PEAK,1069,-34.313366,150.586014
0101000020E6100000F19F6EA0C0D26240D4D688601C2841C0,T0492,Remembrance Driveway,Bargo,EAST,HEAVY VEHICLES,2023,WEEKDAYS,348,-34.313366,150.586014
0101000020E6100000A46E675FF9BF6240D788601C5C5841C0,T0494,Jaorimin Road,Marulan,NORTH,ALL VEHICLES,2023,PM PEAK,45,-34.690311,149.999191
0101000020E6100000A46E675FF9BF6240D788601C5C5841C0,T0494,Jaorimin Road,Marulan,SOUTH,ALL VEHICLES,2023,PM PEAK,29,-34.690311,149.999191
0101000020E6100000A46E675FF9BF6240D788601C5C5841C0,T0494,Jaorimin Road,Marulan,BOTH,ALL VEHICLES,2023,PM PEAK,74,-34.690311,149.999191
0101000020E61000008AC91B6066C062404128EFE3685A41C0,T0496,Hume Highway Hvcs,Marulan,NORTH,ALL VEHICLES,2023,ALL DAYS,571,-34.706326,150.012497
0101000020E61000008AC91B6066C062404128EFE3685A41C0,T0496,Hume Highway Hvcs,Marulan,NORTH,HEAVY VEHICLES,2023,WEEKDAYS,100,-34.706326,150.012497
0101000020E61000008AC91B6066C062404128EFE3685A41C0,T0496,Hume Highway Hvcs,Marulan,NORTH,LIGHT VEHICLES,2023,WEEKENDS,438,-34.706326,150.012497
